date,Text,Clean_text,Verdict
1992-10-11,"We are being murdered economically because we have too many drop-outs, we have too many low birthweight babies, we have too many drug addicts as kids, we have too much violence, we are too divided by race, by income, by region.",murdered economically many drop outs many low birthweight babies many drug addicts kids much violence divided race income region,-1
1992-10-11,I do think it's fair to note -- he can rebut it -- but Arkansas is one of the few states that doesn't have any civil rights legislation.,think fair note rebut arkansas one states civil rights legislation,1
1992-10-11,"Call me, let me know.""",call let know,-1
1992-10-11,Let me go back a minute to racial divisiveness.,let go back minute racial divisiveness,-1
1992-10-11,Well over a million and a quarter Americans are HIV-positive.,well million quarter americans hiv positive,1
1992-10-11,"This is a town where the White House says, Congress did it; Congress says, the White House did it.",town white house says congress congress says white house,-1
1992-10-11,"I mean, look at the facts.",mean look facts,-1
1992-10-11,"Both parties in Washington, the president and the Congress, have cut Medicare.",parties washington president congress cut medicare,1
1992-10-11,"What we do need to do, though, is control the growth of these mandatory programs.",need though control growth mandatory programs,-1
1992-10-11,The Oregon plan is a good start if the federal government is going to continue to abandon its responsibilities.,oregon plan good start federal government going continue abandon responsibilities,-1
1992-10-11,"We can do better, and we must.",better must,-1
1992-10-11,"We got the most expensive health care system in the world; it ranks behind 15 other nations when we come to life expectancy, and 22 other nations when we come to infant mortality.",got expensive health care system world ranks behind nations come life expectancy nations come infant mortality,1
1992-10-11,I don't like to see the people in a deteriorating economy in a deteriorating country because our government has lost touch with the people.,like see people deteriorating economy deteriorating country government lost touch people,-1
1992-10-11,It's time to do it because we have run up so much debt that time is no longer our friend.,time run much debt time longer friend,-1
1992-10-11,"Think of your dreams as a child and ask yourself, isn't it time to stop talking about it?",think dreams child ask time stop talking,-1
1992-10-11,And I'd like to thank those of you who are watching.,like thank watching,-1
1992-10-11,"I'd like to thank the computer executives and the electronics executives in Silicon Valley, two-thirds of whom are Republicans who said they wanted to sign on to a change in America.",like thank computer executives electronics executives silicon valley two thirds republicans said wanted sign change america,1
1992-10-11,"He was president for 3 years before he proposed a health care plan that still hasn't been sent to Congress in total; three years before an economic plan, and he still didn't say tonight that that tax bill he vetoed raised taxes only on the rich and gave the rest of you a break -- but he vetoed it anyway.",president years proposed health care plan still sent congress total three years economic plan still say tonight tax bill vetoed raised taxes rich gave rest break vetoed anyway,1
